Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
CHEVROLET,TRAVERSE,SUV - STANDARD,2.0,4,A9,Z,11.7,9.0,10.5,27,246
BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,12.1,8.1,10.3,27,237
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,218
KIA,RIO ECO,COMPACT,1.6,4,A6,X,8.5,6.4,7.6,37,175
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.7,13.1,15.1,19,354
JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310
GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284
MERCEDES-BENZ,CLA 250,SUBCOMPACT,2.0,4,AS7,Z,9.4,6.4,8.1,35,186
CHEVROLET,MALIBU,MID-SIZE,2.5,4,AS6,X,9.3,6.4,8.0,35,184
VOLVO,XC70 T5,SUV - SMALL,2.0,4,AS8,X,10.3,7.6,9.1,31,213
JEEP,Renegade 4X4,SUV - SMALL,1.3,4,A9,X,10.1,8.1,9.2,31,216
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.0,7.7,9.5,30,218
VOLKSWAGEN,GOLF R,COMPACT,2.0,4,AM6,Z,10.4,7.9,9.3,30,216
LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4,AS6,X,13.1,9.4,11.4,25,268
JAGUAR,XF 35t AWD,MID-SIZE,3.0,6,AS8,Z,12.0,8.4,10.4,27,243
JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.2,7.8,9.2,31,212
MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.6,8.1,10.0,28,230
BMW,Z4 sDrive30i,TWO-SEATER,2.0,4,AS8,Z,9.5,7.4,8.5,33,200
BUICK,Enclave AWD,SUV - STANDARD,3.6,6,A9,X,13.8,9.5,11.9,24,278
VOLVO,S80 T5,MID-SIZE,2.0,4,AS8,X,9.8,6.6,8.4,34,193
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS6,Z,14.9,8.5,12.0,24,276
BENTLEY,CONTINENTAL GT3-R,TWO-SEATER,4.0,8,AS8,Z,17.6,10.1,14.2,20,327
LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS6,X,10.8,7.5,9.3,30,220
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.1,10.2,12.4,23,290
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7.0,8.3,34,191
CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,8.0,10.0,28,234
BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,13.0,9.7,11.5,25,269
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M6,X,10.5,8.1,9.4,30,220
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,273
FORD,FUSION,MID-SIZE,2.0,4,AS6,X,11.2,7.6,9.6,29,225
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.6,9.0,31,207
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326
JEEP,Cherokee 4X4 Active Drive Lock,SUV - SMALL,2.0,4,A9,X,11.8,9.2,10.6,27,249
LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,Z,18.0,12.2,15.4,18,354
AUDI,A5 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.4,8.8,32,206
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,9.0,6.6,7.9,36,186
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,182
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3.0,6,A9,Z,13.0,9.9,11.6,24,272
BMW,M6,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,338
LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,10.8,8.8,9.9,29,228
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,X,7.8,6.0,7.0,40,163
JAGUAR,F-TYPE Convertible R-Dynamic,TWO-SEATER,3.0,6,AS8,Z,12.4,8.8,10.8,26,253
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.5,9.0,10.9,26,251
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.4,13.3,16.7,17,274
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.4,11.2,13.5,21,317
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,A8,Z,16.4,11.3,14.1,20,324
AUDI,A3,SUBCOMPACT,2.0,4,AM7,X,8.8,6.5,7.8,36,182
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,AS8,Z,10.8,7.6,9.4,30,220
BMW,440i xDRIVE COUPE,COMPACT,3.0,6,M6,Z,12.2,8.4,10.5,27,245
DODGE,Challenger,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
FIAT,500X,SUV - SMALL,2.4,4,A9,X,10.6,7.6,9.3,30,217
AUDI,S7,MID-SIZE,4.0,8,A7,Z,14.2,9.7,12.2,23,281
JAGUAR,F-TYPE Convertible R-Dynamic AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
TOYOTA,Corolla LE Eco,MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163
LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS6,X,14.1,9.8,12.1,23,284
BMW,M8 Cabriolet,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
CHEVROLET,SONIC 5 RS,STATION WAGON - SMALL,1.4,4,AS6,X,9.5,7.1,8.4,34,195
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.7,9.1,11.1,25,255
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.2,8.3,34,196
MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
BMW,ACTIVEHYBRID 7L,FULL-SIZE,3.0,6,AS8,Z,10.6,7.7,9.3,30,214
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4,M6,Z,10.3,7.2,8.9,32,205
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,A9,Z,15.3,11.3,13.5,21,318
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4,A9,Z,10.8,8.0,9.6,29,224
JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.7,21,315
MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21,304
VOLKSWAGEN,Tiguan 4MOTION,SUV - SMALL,2.0,4,AS8,X,11.1,8.1,9.8,29,228
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.0,10.6,12.5,23,292
KIA,K900,FULL-SIZE,5.0,8,AS8,Z,15.7,10.3,13.3,21,306
KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,10.0,7.4,8.8,32,206
DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,320
BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,M6,Z,12.8,8.8,11.0,26,256
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,15.6,11.5,13.7,21,324
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.4,14.5,19,339
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,354
HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166
HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,10.6,7.9,9.4,30,216
LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16.0,18,368
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,E,23.0,18.5,20.9,14,343
KIA,CADENZA,FULL-SIZE,3.3,6,A6,X,12.7,8.8,10.9,26,251
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32,200
MASERATI,GHIBLI,MID-SIZE,3.0,6,AS8,Z,14.1,9.8,12.2,23,286
BMW,320i,COMPACT,2.0,4,M6,Z,10.2,6.7,8.6,33,202
BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,13.8,9.1,11.7,24,273
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.6,10.7,12.3,23,290
TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308
SUBARU,WRX,COMPACT,2.0,4,M6,Z,11.3,8.4,10.0,28,233
LEXUS,NX 300 AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,10.8,8.9,9.9,29,232
BUICK,LACROSSE AWD FFV,MID-SIZE,3.6,6,AS6,X,13.8,9.0,11.7,24,274
BMW,435i GRAN COUPE,COMPACT,3.0,6,AS8,Z,11.4,7.4,9.6,29,221
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,237
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,M6,Z,9.1,7.3,8.3,34,195
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.0,12.5,16.1,18,375
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,306
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13.0,9.5,11.4,25,267
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.5,9.8,11.8,24,271
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.5,7.0,40,166
AUDI,A4 QUATTRO,COMPACT,2.0,4,M6,Z,9.9,7.0,8.6,33,204
RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.2,10.9,12.8,22,299
PORSCHE,911 Carrera 4S Cabriolet,MINICOMPACT,3.0,6,AM8,Z,13.1,10.2,11.8,24,277
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,284
HYUNDAI,Elantra,MID-SIZE,1.6,4,M6,X,10.1,7.6,9.0,31,214
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292
SRT,VIPER COUPE,TWO-SEATER,8.4,10,M6,Z,20.0,13.0,16.9,17,389
FORD,Mustang,SUBCOMPACT,5.0,8,M6,X,16.1,9.9,13.3,21,311
AUDI,S4 QUATTRO,COMPACT,3.0,6,AM7,Z,13.0,8.5,11.0,26,257
FORD,Mustang Convertible,SUBCOMPACT,5.0,8,AS10,X,15.4,9.7,12.9,22,302
HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,X,11.0,9.1,10.2,28,241
GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274
BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6,AS8,D,10.0,7.6,8.9,32,233
AUDI,TTS ROADSTER QUATTRO,TWO-SEATER,2.0,4,A6,Z,11.5,8.8,10.3,27,237
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,12.6,10.0,11.4,25,268
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV,X,8.8,7.3,8.1,35,191
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.7,9.2,10.6,27,249
HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,14.6,9.6,12.3,23,283
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,12.7,9.5,11.3,25,264
VOLVO,S60 T5,COMPACT,2.0,4,AS8,X,9.6,7.0,8.4,34,198
GMC,Acadia AWD,SUV - STANDARD,3.6,6,A6,X,13.5,9.5,11.7,24,275
FORD,MUSTANG,SUBCOMPACT,5.0,8,AS6,X,14.9,9.5,12.4,23,285
SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,224
BUICK,REGAL,MID-SIZE,2.0,4,M6,Z,11.6,7.5,9.8,29,225
JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.8,8.9,10.0,28,234
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,222
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,9.3,7.1,8.3,34,191
CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19,343
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,X,10.1,7.8,9.1,31,209
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4,AM6,X,10.1,7.8,9.1,31,209
ACURA,MDX HYBRID AWD,SUV - SMALL,3.0,6,AM7,Z,9.1,9.0,9.0,31,210
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,217
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.2,8.3,34,191
CADILLAC,Escalade 4WD,SUV - STANDARD,6.2,8,A10,Z,16.7,11.1,14.2,20,333
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS7,Z,19.0,16.5,17.9,16,401
BENTLEY,BENTAYGA,SUV - STANDARD,6.0,12,AS8,Z,18.8,12.2,15.9,18,370
CHEVROLET,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,36,182
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.3,12.9,15.9,18,254
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.5,9.8,10.7,26,251
LEXUS,RC 350,SUBCOMPACT,3.5,6,AS8,Z,12.3,8.5,10.6,27,244
BMW,X5 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,13.0,9.8,11.5,25,270
CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,4.8,5.5,5.1,55,121
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.3,9.4,11.0,26,258
NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.8,7.4,9.3,30,214
HONDA,CIVIC COUPE,COMPACT,2.0,4,AV,X,7.8,5.8,6.9,41,162
BMW,435i xDRIVE COUPE,COMPACT,3.0,6,AS8,Z,11.9,7.8,10.0,28,230
CADILLAC,CTS-V SEDAN,MID-SIZE,6.2,8,AS6,Z,19.7,12.9,16.6,17,382
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,13.4,8.9,11.4,25,268
KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,10.2,7.7,9.1,31,209
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8.0,35,187
BMW,328i,COMPACT,2.0,4,M6,Z,10.4,6.7,8.7,32,200
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10.0,7.8,9.0,31,207
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,A6,X,11.2,8.7,10.1,28,232
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4,M6,Z,11.9,8.0,10.1,28,236
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20,320
MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,M6,Z,10.6,7.4,9.1,31,214
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.2,10.4,12.5,23,288
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A5,X,15.8,9.2,12.8,22,294
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,239
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,9.5,8.6,9.1,31,214
BUICK,REGAL AWD,FULL-SIZE,3.6,6,AS9,X,12.4,8.7,10.7,26,250
HONDA,Pilot AWD,SUV - SMALL,3.5,6,A6,X,13.0,9.3,11.3,25,266
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,170
CADILLAC,ATS,COMPACT,2.5,4,AS6,X,11.1,7.2,9.3,30,214
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,48,139
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2,16,404
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.2,11.7,24,275
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,9.0,6.7,8.0,35,187
BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AM7,Z,12.8,9.3,11.2,25,258
BMW,X2 xDrive28i,SUV - SMALL,2.0,4,AS8,Z,11.0,7.7,9.5,30,222
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.7,13.3,16.3,17,271
AUDI,A4,COMPACT,2.0,4,AM7,Z,8.6,6.9,7.8,36,182
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337
BMW,550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,14.4,9.6,12.3,23,288
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,Z,8.0,6.2,7.2,39,167
TOYOTA,Yaris (SIL),COMPACT,1.5,4,M6,X,7.8,6.1,6.9,41,165
BMW,528i xDRIVE,MID-SIZE,2.0,4,A8,Z,10.6,7.2,9.1,31,209
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.7,7.2,8.5,33,199
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.8,8.2,10.2,28,235
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.1,11.4,14.5,19,342
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
ALFA ROMEO,Giulia AWD,MID-SIZE,2.0,4,A8,Z,10.5,7.7,9.2,31,217
MERCEDES-BENZ,AMG C 63 S Coupe,SUBCOMPACT,4.0,8,A9,Z,13.9,9.2,11.8,24,277
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.5,6.0,47,141
BMW,228i COUPE,SUBCOMPACT,2.0,4,AS8,Z,10.0,6.5,8.4,34,193
PORSCHE,Panamera GTS,FULL-SIZE,4.0,8,AM8,Z,14.5,10.2,12.6,22,295
FORD,FOCUS,COMPACT,2.0,4,AM6,X,8.9,6.1,7.7,37,179
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.7,10.2,14.3,20,335
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,12.6,14.9,19,349
FORD,FOCUS FFV,COMPACT,2.0,4,A6,E,11.7,8.5,10.3,27,165
VOLVO,XC60 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.5,11.5,25,264
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV,Z,10.2,8.6,9.5,30,218
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M6,X,10.1,7.2,8.8,32,207
SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.5,6.3,6.4,44,147
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,X,9.8,7.7,8.8,32,208
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,A9,Z,13.5,10.3,12.1,23,282
LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,25.3,19.3,22.6,12,362
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,37,177
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,10.6,8.0,9.4,30,221
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.3,8.7,10.1,28,238
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,16.8,10.9,14.2,20,332
FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Z,16.9,11.0,14.2,20,334
JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.6,21,313
NISSAN,Sentra SR,MID-SIZE,2.0,4,AV,X,8.2,6.2,7.3,39,171
JAGUAR,F-TYPE R AWD CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,A9,Z,11.0,7.3,9.4,30,219
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4,M6,D,7.6,5.7,6.9,41,184
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,AS7,Z,10.3,7.2,8.9,32,205
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,23.0,16.0,19.8,14,465
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,AM7,Z,11.0,8.4,9.9,29,230
GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,8.0,9.6,29,257
FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,9.3,6.7,8.1,35,186
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,19.1,13.2,16.4,17,274
FORD,Taurus FFV,FULL-SIZE,3.5,6,AS6,X,13.5,9.0,11.5,25,270
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.7,9.0,31,211
BMW,440i Coupe,COMPACT,3.0,6,M6,Z,12.8,8.8,11.0,26,256
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,12.5,9.6,11.2,25,255
HYUNDAI,TUCSON,SUV - SMALL,2.0,4,A6,X,10.2,8.2,9.3,30,214
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.8,12.8,22,301
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.0,8.3,9.8,29,230
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.2,9.0,10.8,26,252
MERCEDES-BENZ,C 300 4MATIC Wagon,STATION WAGON - SMALL,2.0,4,A9,Z,10.9,7.7,9.5,30,221
FORD,FOCUS FFV,COMPACT,2.0,4,AM6,X,9.1,6.4,7.9,36,185
DODGE,DART FFV,MID-SIZE,2.0,4,A6,E,13.3,9.3,11.5,25,184
JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,Z,15.6,10.9,13.5,21,310
FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,11.2,8.5,10.0,28,230
NISSAN,Rogue,SUV - SMALL,2.5,4,AV,X,9.1,7.1,8.2,34,192
PORSCHE,Panamera 4,FULL-SIZE,3.0,6,AM8,Z,12.4,9.0,10.9,26,253
MERCEDES-BENZ,AMG C 43 4MATIC COUPE,SUBCOMPACT,3.0,6,A9,Z,11.8,8.8,10.5,27,245
DODGE,CHALLENGER GT,MID-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258
PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,226
MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,19.4,15.7,17.7,16,407
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21,310
HYUNDAI,Accent,COMPACT,1.6,4,AV,X,7.3,6.0,6.7,42,160
JEEP,Cherokee,SUV - SMALL,2.0,4,A9,X,10.4,7.6,9.1,31,214
GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10.0,11.8,24,278
CHEVROLET,EXPRESS 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5,13,344
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.3,14.7,17.8,16,296
BMW,440i xDrive Gran Coupe,COMPACT,3.0,6,AS8,Z,11.4,7.6,9.7,29,228
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,298
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,12.7,8.7,10.9,26,255
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,AM7,Z,12.7,9.0,11.0,26,259
CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,11.6,8.0,10.0,28,234
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,13.9,10.5,12.4,23,285
AUDI,Q5 QUATTRO,SUV - SMALL,2.0,4,AS8,Z,12.0,8.5,10.4,27,244
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2.0,4,AS7,Z,9.2,6.6,8.0,35,184
JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
AUDI,R8 SPYDER,TWO-SEATER,4.2,8,A7,Z,17.6,11.0,14.6,19,336
FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.7,10.7,12.9,22,303
